"codigo","cartorio","serventia","municipio_id","cartorio_censo_id"
17002,"PRIMEIRO SERVIÇO NOTARIAL DE MANTENA","055343",3139607,11592
17003,"CARTÓRIO DE PROTESTO DE TITULOS DA COMARCA DE MANTENA","034942",3139607,11593
17004,"OFICIO DO REGISTRO DE IMOVEIS","053884",3139607,11594
17005,"CARTÓRIO DE REGISTRO GERAL DE IMOVEIS","040071",3139805,11595
17006,"CARTÓRIO DE PROTESTO DE TITULOS","034850",3139805,11596
17007,"TABELIONATO DO 2º OFICIO DE NOTAS","061226",3139805,11597
17008,"MAR DE ESPANHA CARTÓRIO PRIMEIRO OFICIO JUDICIAL E NOTAS","046003",3139805,11598
17009,"CARTÓRIO TITULOS E DOC E PESSOAS JURIDICAS","045252",3139805,11599
17010,"TABELIONATO DE PROTESTO DE TITULOS","060228",3140001,11600
17011,"SEGUNDO TABELIONATO DE NOTAS","058073",3140001,11601
17012,"CARTÓRIO BARBOSA - REGISTRO DE TITULOS, DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","033811",3140001,11602
17013,"MARIANA CARTÓRIO DO REGISTRO DE IMOVEIS","046029",3140001,11603
17014,"OFICIO DO 1º TABELIONATO DE NOTAS","048132",3140001,11654
17015,"1º TABELIONATO DE NOTAS DE MARTINHO CAMPOS","032334",3140506,11655
17016,"OFICIO DO PRIMEIRO TABELIONATO DE PROTESTO DE TITULOS","050153",3140506,11656
17017,"2º TABELIONATO DE NOTAS","153601",3140506,11657
17018,"CARTÓRIO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","040212",3140506,11658
17019,"OFICIO DO REGISTRO DE IMOVEIS DE MARTINHO CAMPOS","044107",3140506,11659
17020,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS","054197",3140704,11660
17021,"SERVIÇO REGISTRAL DA COMARCA DE MATEUS LEME","059188",3140704,11661
17022,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","152694",3140704,11662
17023,"OFICIO DO 2º. TABELIONATO DE NOTAS","000562",3140704,11663
17024,"CARTÓRIO DE PROTESTO DE TITULOS COMARCA DE MATEUS LEME","034926",3140704,11664
17025,"REGISTRO CIVIL DAS PESSOAS JURIDICAS","055665",3140704,11665
17026,"1º TABELIONATO DE NOTAS","032235",3140704,11666
17027,"OFICIO DE REGISTRO DE IMOVEIS","047241",3140803,11667
17028,"REGISTRO CIVIL DAS PESSOAS JURIDICAS E TITULOS E DOCUMENTOS","055699",3140803,11668
17029,"1º OFICIO DE NOTAS","032045",3140803,11721
17030,"TABELIONATO DE PROTESTOS DE TITULOS DE MATIAS BARBOSA","060871",3140803,11722
17031,"CARTÓRIO DO 2° OFICIO DE NOTAS","041160",3140803,11723
17032,"SEGUNDO OFICIO DE NOTAS DE MATOZINHOS","057984",3141108,11724
17033,"CARTÓRIO DE REGISTRO DE IMOVEIS","038513",3141108,11725
17034,"CARTÓRIO DE NOTAS DO 1º 0FICIO","034017",3141108,11726
17035,"OFICIO DO 1º TABELIONATO DE PROTESTOS DE TITULOS","048942",3141108,11727
17036,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","039545",3141108,11728
17037,"MEDINA CARTÓRIO OFICIAL DO REGISTRO DE IMOVEIS E HIPOTECAS","046060",3141405,11729
17038,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","039586",3141405,11730
17039,"CARTÓRIO DO 2º OFICIO DE NOATS","041202",3141405,11731
17040,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048488",3141405,11732
17041,"CARTÓRIO DO 1º OFICIO DE NOTAS","040733",3141405,11733
17042,"OFICIO DO 1º TABELIONATO DE NOTAS","048330",3141603,11734
17043,"OFICIO DO REGISTRO DE IMOVEIS","053959",3141603,11735
17044,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048454",3141603,11736
17045,"2º TABELIONATO DE NOTAS","153619",3141603,11737
17046,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","047381",3141603,11738
17047,"OFICIO DO 2º TABELIONATO DE NOTAS DE MESQUITA","049890",3141702,11739
17048,"CARTÓRIO DO 1º OFICIO DE NOTAS DE MESQUITA","040857",3141702,11740
17049,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DE MESQUITA","054551",3141702,11741
17050,"OFICIO DO REGISTRO DE IMOVEIS DE MESQUITA","057265",3141702,11742
17051,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS DE MESQUITA","048835",3141702,11743
17052,"2º TABELIONATO DE NOTAS","032649",3141801,11801
17053,"TABELIONATO DE PROTESTO DE TITULOS DA COMARCA DE MINAS NOVAS","060509",3141801,11802
17054,"OFICIO DO PRIMEIRO TABELIONATO DE NOTAS DA COMARCA DE MINAS NOVAS","047621",3141801,11803
17055,"REGISTRO DE TITULOS E DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS JURIDICAS","057679",3141801,11804
17056,"REGISTRO DE IMOVEIS","056978",3141801,11805
17057,"CARTÓRIO DE REGISTRO DE PROTESTO","039271",3142106,11806
17058,"OFICIO DO 1º TABELIONATO DE NOTAS","149807",3142106,11807
17059,"REGISTRO CIVIL DAS PESSOAS JURIDICAS E REGISTRO DE TITULOS E DOCUMENTOS","040279",3142106,11808
17060,"CARTÓRIO DO 2º OFICIO DE NOTAS","000299",3142106,11809
17061,"REGISTRO DE IMOVEIS","057034",3142106,11810
17062,"OFICIO DO 1O TABELIONATO DE NOTAS","047670",3142205,11811
17063,"CARTÓRIO DE PROTESTOS DE TITULOS","035055",3142205,11812
17064,"OFICIO DO 2º TABELIONATO DE NOTAS","049494",3142205,11813
17065,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIS DAS PESSOAS JURIDICAS","039826",3142205,11814
17066,"CARTÓRIO DO REGISTRO DE IMOVEIS","043380",3142205,11815
17067,"CARTÓRIO DE PROTESTO E TITULOS","034991",3142700,11816
17068,"CARTÓRIO 1º OFICIO DE NOTAS - CARTÓRIO MARIAS-","033548",3142700,11817
17069,"OFICIO DO 2º TABELIONATO DO NOTAS DE MONTALVANIA","041210",3142700,11818
17070,"CARTÓRIO DE REGISTRO DE IMOVEIS DE MONTALVANIA","031856",3142700,11819
17071,"REGISTRO DE TITULOS E DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS JURIDICAS","057687",3142700,11820
17072,"CARTÓRIO 1º OFICIO DE NOTAS E SEUS ANEXOS","033571",3142809,11885
17073,"CARTÓRIO REGISTRO DE TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","045054",3142809,11886
17074,"OFICIO DO REGISTRO DE IMOVEIS","053918",3142809,11887
17075,"2º TABELIONATO DE NOTAS DE MONTE ALEGRE DE MINAS","049486",3142809,11888
17076,"TABELIONATO DE PROTESTO DE TITULOS DE MONTE ALEGRE DE MINAS","060574",3142809,11889
17077,"OFICIO DO 1º TABELIONATO DE NOTAS","048215",3142908,11890
17078,"TABELIONATO DE PROTESTO DE TITULOS","060400",3142908,11891
17079,"OFICIO DE REGISTRO DE IMOVEIS","047266",3142908,11892
17080,"TABELIONATO DE REGISTRO DE TITULOS E DOCUMENTOS E REGISTRO CIVIL PESSOAS JURIDICAS","061069",3142908,11893
17081,"TABELIONATO DO 2º OFICIO DE NOTAS","061242",3142908,11894
17082,"1º TABELIONATO DE NOTAS DA COMARCA DE MONTE BELO","032292",3143005,11895
17083,"2º TABELIONATO DE NOTAS DE MONTE BELO-MG","032813",3143005,11896
17084,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL PESSOAS JURIDICAS","054569",3143005,11897
17085,"REGISTRO DE IMOVEIS","057026",3143005,11898
17086,"OFICIO DO 1º TABELIONATO DE PROTESTOS DE TITULOS","049031",3143005,11899
17087,"MONTE CARMELO-CARTÓRIO DE REGISTRO DE IMOVEIS-CARTÓRIO ADA LUZIA RODRIGUES DE MORAES","046128",3143104,11900
17088,"TABELIONATO DE PROTESTOS DE MONTE CARMELO","060855",3143104,11901
17089,"OFICIO DO 2º TABELIONATO DE NOTAS","049718",3143104,11902
17090,"CARTÓRIO 1º OFICIO DE NOTAS - MARIA COZAC ROCHA","033555",3143104,11903
17091,"SERVIÇO REGISTRAL DE TITULOS DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS JURIDICAS","059568",3143104,11904
17092,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","039479",3143203,11905
17093,"OFICIO DO PRIMEIRO TABELIONATO DE NOTAS","050104",3143203,11906
17094,"CARTÓRIO DO SEGUNDO OFICIO DE NOTAS","043786",3143203,11907
17095,"OFICIO DO REGISTRO DE IMOVEIS","054080",3143203,11908
17096,"TABELIONATO DO 1º OFICIO DE PROTESTOS DE MONTE SANTO DE MINAS","059956",3143203,11909
17097,"SEGUNDO SERVIÇO NOTARIAL","058032",3143401,11910
17098,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DE MONTE SIAO","039735",3143401,10807
17099,"CARTÓRIO DE REGISTRO DE IMOVEIS","038828",3143401,10808
17100,"1º SERVIÇO NOTARIAL","032177",3143401,10809
17101,"TABELIONATO DE PROTESTO DE MONTE SIAO","060178",3143401,10810
17102,"CARTÓRIO DO SEGUNDO OFICIO DE NOTAS","043794",3143302,10811
17103,"1º PRIMEIRO REGISTRO DE IMOVEIS DE MONTES CLAROS, MG","032151",3143302,10812
17104,"1º OFICIO DE NOTAS DE MONTES CLAROS","032086",3143302,10813
17105,"CARTÓRIO DO 3O. OFICIO DE NOTAS","041624",3143302,10814
17106,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048603",3143302,10815
17107,"CARTÓRIO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","040220",3143302,10816
17108,"OFICIO DO 2º REGISTRO DE IMOVEIS DE MONTES CLAROS","049304",3143302,10817
17109,"TABELIONATO DE PROTESTO DE TITULOS POLCARO GARCIA","060756",3143500,10818
17110,"2º TABELIONATO DE NOTAS","153627",3143500,10819
17111,"OFICIO DO REGISTRO DE IMOVEIS","053975",3143500,10820
17112,"1º TABELIONATO DE NOTAS DE MORADA NOVA","032342",3143500,10821
17113,"OF.DO REG. TITS. E DOCS. E CIVIL DAS PESSOAS JURIDICAS","046250",3143500,10822
17114,"OFICIO DO 2º TABELIONATO DO NOTAS DE MURIAE","032540",3143906,10823
17115,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","060582",3143906,10824
17116,"OFICIO DO 1º TABELIONATO DO NOTAS DE MURIAE","061317",3143906,10825
17117,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","054270",3143906,10879
17118,"OFICIO DO 3º TABELIONATO DO NOTAS DE MURIAE","046136",3143906,10880
17119,"OFICIO DO REGISTRO DE IMOVEIS DE MURIAE","057067",3143906,10881
17120,"CARTÓRIO DO 2º OFICIO DE NOTAS","041426",3144003,10882
17121,"REGISTRO DE TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","057620",3144003,10883
17122,"SERVIÇO REGISTRAL DE IMOVEIS","059386",3144003,10884
17123,"CARTÓRIO DO REGISTRO DE PROTESTO","043588",3144003,10885
17124,"1º OFICIO DE NOTAS DE MUTUM-MG","044156",3144003,10886
17125,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","054429",3144102,10887
17126,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS - MUZAMBINHO-MG","048785",3144102,10888
17127,"OFICIO DO REGISTRO DE IMOVEIS","059741",3144102,10889
17128,"PRIMEIRO SERVIÇO NOTARIAL","055319",3144102,10890
17129,"2º SERVIÇO NOTARIAL","032607",3144102,10891
17130,"NANUQUE CARTÓRIO DO PRIMEIRO OFICIO","046151",3144300,10892
17131,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS DE NANUQUE-MG","048843",3144300,10893
17132,"OFICIO DO REGISTRO DE TITTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","054155",3144300,10894
17133,"CARTÓRIO DO 2º OFICIO DE NOTAS DA COMARCA DE NANUQUE","046144",3144300,10895
17134,"CARTÓRIO DE REGISTRO DE IMOVEIS DE NANUQUE","039156",3144300,10896
17135,"CARTÓRIO DO 1º OFICIO DE NOTAS","040501",3144409,11228
17136,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048611",3144409,11229
17137,"2º CARTÓRIO DE NOTAS","032482",3144409,11230
17138,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","054403",3144409,11231
17139,"CARTÓRIO DO REGISTRO DE IMOVEIS","043422",3144409,11232
17140,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048447",3144607,11233
17141,"CARTÓRIO DO REGISTRO DE TITULOS E DOCUMENTOS/CIVIL DAS PESSOAS JURIDICAS","043679",3144607,11234
17142,"CARTÓRIO DO SEGUNDO OFICIO DE NOTAS","043745",3144607,11235
17143,"NEPOMUCENO CARTÓRIO REGISTRO DE IMOVEIS","046169",3144607,11236
17144,"PRIMEIRO TABELIONATO DE NOTAS","049080",3144607,11237
17145,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048496",3144706,11238
17146,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","054346",3144706,11239
17147,"CARTÓRIO DO 1 OFICIO DE NOTAS","040360",3144706,11240
17148,"OFICIO DE REGISTRO DE IMOVEIS DE NOVA ERA-MG","047340",3144706,11241
17149,"CARTÓRIO DO 2º OFICIO","041194",3144706,11242
17150,"CARTÓRIO DE REGISTRO CIVIL DE PESSOAS JURIDICAS E TITULOS E DOCUMENTOS","036368",3144805,11243
17151,"CARTÓRIO DE REGISTRO DE PROTESTOS","039321",3144805,11244
17152,"SERVIÇO NOTARIAL DO 2º OFICIO","058974",3144805,11245
17153,"CARTÓRIO DO 1º OFICIO DE NOTAS DE NOVA LIMA","040865",3144805,11246
17154,"SERVIÇO REGISTRAL DE IMOVEIS DE NOVA LIMA","059451",3144805,11247
17155,"OFICIO DO 1° TABELIONATO DE PROTESTOS DE TITULOS DA COMARCA DE NOVA PONTE","047852",3145000,11248
17156,"2º TABELIONATO DE NOTAS","153635",3145000,11249
17157,"SERVIÇO DE REGISTRO DE IMOVEIS DA COMARCA DE NOVA PONTE","058586",3145000,11250
17158,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","039669",3145000,11251
17159,"CARTÓRIO DO 1º OFICIO DE NOTAS","040782",3145000,11252
17160,"OFICIO DO 1º TABELIONATO DE NOTAS","048298",3145109,11302
17161,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048702",3145109,11303
17162,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DE PESSOAS JURIDICAS","047480",3145109,11304
17163,"SERVENTIA DE REGISTRO DE IMOVEIS","058214",3145109,11305
17164,"OFICIO DO 2º TABELIONATO DE NOTAS","049734",3145109,11306
17165,"SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVEIS DAS PESSOAS JURIDICAS","058651",3145208,11307
17166,"CARTÓRIO DE REGISTRO DE IMOVEIS NOVA SERRANA","039248",3145208,11308
17167,"CARTÓRIO DO 1º OFICIO DE NOVA SERRANA","040931",3145208,11309
17168,"2º TABELIONATO DE NOTAS DE NOVA SERRANA","049866",3145208,11310
17169,"TABELIONATO DE PROTESTO DE TITULOS DE NOVA SERRANA","060590",3145208,11311
17170,"OFICIO DO 1º TABELIONATO DE NOTAS","048363",3145307,11312
17171,"CARTÓRIO DO 2º OFICIO DO JUDICIAL E NOTAS","041566",3145307,11313
17172,"OFICIO DO REG.DE TIT. E DOC.CIVIL DAS P.JURIDICAS","050260",3145307,11314
17173,"OFICIO DO REGISTRO  DE IMOVEIS","050328",3145307,11315
17174,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048769",3145307,11316
17175,"REGISTRO DE IMOVEIS","057166",3145604,11317
17176,"TABELIONATO DE PROTESTOS DE TITULOS DA COMARCA DE OLIVEIRA","059931",3145604,11318
17177,"OFICIO DO SEGUNDO TABELIONATO DE NOTAS","054692",3145604,11319
17178,"CARTÓRIO DO 1º OFICIO DE NOTAS DE OLIVEIRA","040873",3145604,11320
17179,"REGISTRO DE IMOVEIS","057059",3145901,11371
17180,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DE OURO BRANCO","047506",3145901,11372
17181,"1º OFICIO DE NOTAS","032011",3145901,11373
17182,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS DE OURO BRANCO","047845",3145901,11374
17183,"OFICIO DO 2° TABELIONATO DE NOTAS","049221",3145901,11375
17184,"CARTÓRIO DE REGISTRO DE IMOVEIS","038943",3146008,11376
17185,"CARTÓRIO ESCRIVANIA E NOTAS DO FERRENTINO","043869",3146008,11377
17186,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DE OURO FINO","039958",3146008,11378
17187,"OURO FINO CARTÓRIO ESCRIVANIA E NOTAS - CARTÓRIO VILLAS BOAS","055053",3146008,11379
17188,"TABELIONATO DE PROTESTO DE TITULOS E DOCUMENTOS","060673",3146008,11380
17189,"REGISTRO DE IMOVEIS DE OURO PRETO/MG","057273",3146107,11381
17190,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","000257",3146107,11382
17191,"SERVENTIA NOTARIAL 2º OFICIO OURO PRETO","058321",3146107,11383
17192,"CARTÓRIO DO 1 OFICIO DE NOTAS DE OURO PRETO","040378",3146107,11384
17193,"TABELIONATO DE PROTESTO DE LETRAS E TITULOS","060160",3146107,11385
17194,"OFICIO DO 1º TABELIONATO DE PROTESTO DE TITULOS","048504",3146503,11440
17195,"OFICIO DO 2º TABELIONATO DE NOTAS","049783",3146503,11441
17196,"REGISTRO DE TITULOS E DOCUMENTOS  E CIVIL DAS PESSOAS JURIDICAS","057356",3146503,11442
17197,"OFICIO DO 1º TABELIONATO DE NOTAS","048074",3146503,11443
17198,"OFICIO DO REGISTRO DE IMOVEIS","053967",3146503,11444
17199,"OFICIO DO 1º TABELIONATO DE PROTESTOS DE TITULOS","049015",3146701,11445
17200,"OFICIO DO 2º TABELIONATO","049338",3146701,11446
17201,"OFICIO DO 1º TABELIONATO DE NOTAS","048173",3146701,11447
17202,"REGISTRO DE IMOVEIS JOSE EDUARDO ANDRADE AMARAL","057299",3146701,11448
17203,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","054288",3146701,11449
17204,"REGISTRO DE IMOVEIS DA COMARCA DE PARA DE MINAS-MG","057232",3147105,11450
17205,"OFICIO DO 1º. TABELIONATO DE NOTAS","048181",3147105,11451
17206,"PARA DE MINAS CARTÓRIO DO 2º OFICIO DE NOTAS","055087",3147105,11452
17207,"TABELIONATO DE PROTESTOS DE TITULOS","060889",3147105,11453
17208,"REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","033753",3147105,11454
17209,"OFICIO DO 1º TABELIONATO DE NOTAS","048009",3147006,11455
17210,"TABELIONATO DE PROTESTOS DE TITULOS","060897",3147006,11456
17211,"CARTÓRIO DO SEGUNDO OFICIO DE NOTAS DE PARACATU","043828",3147006,11457
17212,"SERVIÇO REGISTRAL DE IMOVEIS DE PARACATU-MG","059469",3147006,11458
17213,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS JURIDICAS","039974",3147006,11459
17214,"CARTÓRIO DO 1º OFICIO DE NOTAS","040600",3147204,11460
17215,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","054395",3147204,11461
17216,"SERVIÇO NOTARIAL "SAPI" - 2º OFICIO DE NOTAS","049445",3147204,11462
17217,"CARTÓRIO DE REGISTRO DE IMOVEIS","038695",3147204,11522
17218,"OFICIO DO 1° TABELIONATO DE PROTESTOS E TITULOS","043596",3147204,11523
17219,"CARTÓRIO DO 2º TABELIONATO","041574",3147303,11524
17220,"REGISTRO DE IMOVEIS","057042",3147303,11525
17221,"REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","057463",3147303,11526
17222,"1º SERVIÇO NOTARIAL","032185",3147303,11527
17223,"TABELIONATO DE PROTESTOS DE TITULOS DE PARAISOPOLIS","060962",3147303,11528
17224,"PARAOPEBA CARTÓRIO DO PRIMEIRO OFICIO DE NOTAS","055103",3147402,11529
17225,"OFICIO DO Lº TABELIONATO DE PROTESTO DE TITULOS DE PARAOPEBA","050054",3147402,11530
17226,"PARAOPEBA/CARTÓRIO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","055111",3147402,11531
17227,"CARTÓRIO DO 2º OFICIO DE NOTAS DE PARAOPEBA","055095",3147402,11532
17228,"CARTÓRIO OFICIALA ROGERIA CRISTINA NOGUEIRA SANTOS","044131",3147402,11533
17229,"OFICIO DO 1º TABELIONATO DE NOTAS","048116",3147600,11534
17230,"OFICIO DO 2º TABELIONATO DE NOTAS","049833",3147600,11535
17231,"CARTÓRIO DE TITULOS E DOCUMENTOS E DE PESSOAS JRIDICAS DA COMARCA DE PASSA QUATRO/MG","040246",3147600,11536
17232,"TABELIONATO DE PROTESTO DE TITULOS","060426",3147600,11537
17233,"OFICIO DO REGISTRO DE IMOVEIS","054098",3147600,11538
17234,"SERVIÇO REGISTRAL DE PROTESTO DE TITULOS","059543",3147709,11539
17235,"SERVIÇO REGISTRAL DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","059592",3147709,11540
17236,"SEGUNDO OFICIO DE NOTAS DA COMARCA DE PASSA TEMPO-MG","057968",3147709,11541
17237,"1º TABELIONATO DE NOTAS","032201",3147709,11542
17238,"CARTÓRIO DE REGISTRO DE IMOVEIS","038810",3147709,11543
17239,"OFICIO DO 1º TABELIONATO DE PROTESTOS DE TITULOS","048967",3147907,11544
17240,"TITULOS E DOCUMENTOS E REGISTRO CIVIS DAS PESSOAS JURIDICAS","061457",3147907,11545
17241,"CARTÓRIO 2º OFICIO DE NOTAS DE PASSOS","033696",3147907,11546
17242,"CARTÓRIO DO 1º OFICIO DE NOTAS","040683",3147907,11604
17243,"CARTÓRIO DE REGISTRO DE IMOVEIS","038620",3147907,11605
17244,"REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUICAO NOTARIAL DE PATIS","037473",3147956,11606
17245,"OFICIO DO TERCEIRO TABELIONATO DE NOTAS","054726",3148004,11607
17246,"CARTÓRIO REGISTRO DE PROTESTOS","045039",3148004,11608
17247,"CARTÓRIO DO REGISTRO DE IMOVEIS","043448",3148004,11609
17248,"OFICIO DO PRIMEIRO TABELIONATO DE NOTAS","050088",3148004,11610
17249,"OFICIO DO 2° TABELIONATO DE NOTAS","049213",3148004,11611
17250,"OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE SAO GONCALO DO ABAETE","152710",3148004,11612
17251,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DE PATOS DE MINAS/MG","039743",3148004,11613
17252,"OFICIO DO 1° TABELIONATO DE NOTAS","047712",3148103,11614
17253,"REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","057489",3148103,11615
17254,"2º TABELIONATO DE NOTAS","058099",3148103,11616
17255,"SERVIÇO DE REGISTRO DE IMOVEIS DE PATROCINIO","058644",3148103,11617
17256,"CARTÓRIO DE PROTESTO DE PATROCINIO","034835",3148103,11618
17257,"TABELIONATO DE PROTESTO DE TITULOS DA COMARCA DE PECANHA","047928",3148608,11619
17258,"CARTÓRIO DO 2º OFICIO DE NOTAS","041400",3148608,11620
17259,"SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","000620",3148608,11621
17260,"OFICIO DO 1º TABELIONATO DE NOTAS","048264",3148608,11622
17261,"CARTÓRIO DE REGISTRO DE IMOVEIS","038802",3148608,11623
17262,"CARTÓRIO DO 2º OFICIO DE NOTAS","041269",3148707,11669
17263,"OFICIO DO REGISTRO DE IMOVEIS DA COMARCA DE PEDRA AZUL","038786",3148707,11670
17264,"CARTÓRIO DE REGISTRO DE PROTESTO DE TITULO E DOCUMENTOS DE DIVIDA","039297",3148707,11671
17265,"CARTÓRIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DA COMARCA DE PEDRA AZUL","039685",3148707,11672
17266,"PEDRA AZUL CARTÓRIO 1º OFICIO DE NOTAS","055145",3148707,11673
17267,"OFICIO DO 2º TABELIONATO DE NOTAS","045930",3149101,11674
17268,"OFICIO DO PRIMEIRO TABELIONATO DE PROTESTO","050146",3149101,11675
17269,"OFICIO DO REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","152322",3149101,11676
17270,"OFICIO DE REGISTRO DE IMOVEIS","047258",3149101,11677
17271,"CARTÓRIO DO 1º OFICIO E NOTAS","040972",3149101,11678
17272,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","060012",3149309,11679
17273,"OFICIO DO 2º TABELIONATO DE NOTAS","060004",3149309,11680
17274,"OFICIO DO 1º TABELIONATO DE NOTAS","033480",3149309,11681
17275,"TABELIONATO DE PROTESTOS DE TITULOS DE PEDRO LEOPOLDO","060806",3149309,11682
17276,"OFICIO DO REGISTRO DE IMOVEIS","044917",3149309,11683
17277,"CARTÓRIO DE REGISTRO DE IMOVEIS DE PERDIZES","039164",3149804,11684
17278,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","040295",3149804,11744
17279,"2º TABELIONATO DE NOTAS","153643",3149804,11745
17280,"OFICIO DO 1° TABELIONATO DE PROTESTO DE TITULOS DE PERDIZES","047829",3149804,11746
17281,"1º TABELIONATO DE NOTAS DE PERDIZES","031930",3149804,11747
17282,"CARTÓRIO 2º OFICIO DE NOTAS","033647",3149903,11748
17283,"CARTÓRIO 1º TABELIONATO DE NOTAS DGMCARVALHO","033605",3149903,11749
17284,"OFICIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","033373",3149903,11750
17285,"CARTÓRIO REGISTRO DE IMOVEIS","044966",3149903,11751
17286,"TABELIONATO DE PROTESTO DE TITULOS","060384",3149903,11752
17287,"CARTÓRIO DO REGISTRO CIVIL E NOTAS","042671",3150208,11753
17288,"PROTESTO DE TITULOS","055533",3150802,11754
17289,"REGISTRO DE IMOVEIS","057083",3150802,11755
17290,"2º OFICIO DE NOTAS","032508",3150802,11756
17291,"CARTÓRIO 1º OFICIO DE NOTAS","033530",3150802,11757
17292,"REG. DE TITULOS DOCUMENTOS E CIVIL DE PESSOAS JURIDICAS","061416",3150802,11758
17293,"OFICIO DO REGISTRO DE IMOVEIS DE PIRAPETINGA","038950",3151107,11821
